Wall time,Step,Value
1782543719.520446,592496,261.1949768066406
1782543720.481622,593008,267.18975830078125
1782543722.513151,594032,257.49884033203125
1782543723.529005,594544,253.08668518066406
1782543724.482004,595056,249.4097442626953
1782543726.377473,596080,242.21653747558594
1782543727.316206,596592,243.1986083984375
1782543728.23618,597104,240.53237915039062
1782543729.163198,597616,237.60719299316406
1782543730.2375429,598128,243.29808044433594
1782543731.252793,598640,251.95201110839844
1782543739.681161,601200,256.59759521484375
1782543740.599627,601712,256.47314453125
1782543742.474643,602736,249.31825256347656
1782543746.212585,604784,248.16091918945312
1782543747.1621811,605296,250.09613037109375
1782543749.0330071,606320,249.39089965820312
1782543752.761339,608368,259.2085876464844
1782543754.617116,609392,260.81915283203125
1782543756.578476,610416,259.447509765625
1782543758.3992,611440,257.02783203125
1782543759.311009,611952,261.8156433105469
1782543760.2569852,612464,264.8639221191406
1782543761.1836941,612976,262.6265563964844
1782543763.046083,614000,265.6817321777344
1782543765.7948852,615536,255.31504821777344
1782543766.713588,616048,259.0926818847656
1782543768.537947,617072,258.5646057128906
1782543769.448096,617584,258.168701171875
1782543770.3556411,618096,260.3602600097656
1782543772.181983,619120,259.9449462890625
1782543775.8606138,621168,246.4254608154297
1782543777.82388,622192,242.1488037109375
1782543778.743177,622704,242.88282775878906
1782543780.5827498,623728,252.58619689941406
1782543781.5134861,624240,253.26992797851562
1782543787.552428,625776,263.7919006347656
1782543788.48418,626288,261.3688659667969
1782543793.048098,628848,250.15560913085938
1782543793.961684,629360,248.3551788330078
1782543794.872444,629872,249.63497924804688
1782543795.785481,630384,255.4495391845703
1782543797.6238909,631408,259.5369873046875
1782543799.806706,632432,258.07293701171875
1782543800.73563,632944,259.4222106933594
1782543801.674047,633456,260.9035339355469
1782543802.600252,633968,263.23486328125
1782543803.509177,634480,263.7337951660156
1782543804.4580328,634992,265.17535400390625
1782543807.246043,636528,267.38580322265625
1782543810.037129,638064,265.6199645996094
1782543811.858484,639088,266.62139892578125
1782543813.706468,640112,262.0275573730469
1782543814.611426,640624,262.16357421875
1782543815.523644,641136,263.28167724609375
1782543816.452424,641648,258.783935546875
1782543817.388576,642160,256.4471740722656
1782543821.0605912,644208,264.7852478027344
1782543824.7522528,646256,263.0213928222656
1782543826.597089,647280,264.32470703125
1782543827.511466,647792,261.4335021972656
1782543830.292856,649328,257.1249084472656
1782543831.3968608,649840,254.3110809326172
1782543835.5580108,650352,261.6289978027344
1782543838.451947,651888,268.0755920410156
1782543841.276028,653424,253.20135498046875
1782543842.199757,653936,252.5555877685547
1782543843.140945,654448,259.889892578125
1782543844.9836009,655472,254.4047393798828
1782543845.913801,655984,253.03082275390625
1782543846.824291,656496,262.939697265625
1782543849.629627,658032,270.0462646484375
1782543851.471443,659056,276.6576843261719
1782543852.390955,659568,271.1461486816406
1782543853.338668,660080,267.2483825683594
1782543854.267603,660592,266.0747375488281
1782543855.183465,661104,265.2715148925781
1782543856.087892,661616,265.7171630859375
1782543857.9922812,662640,267.50213623046875
1782543858.9201741,663152,271.7968444824219
1782543861.976044,664688,268.46478271484375
1782543866.5583308,667248,262.8824462890625
1782543877.6709042,673392,267.9242248535156
1782543878.5853472,673904,275.5705261230469
1782543879.49947,674416,278.437744140625
1782543880.427069,674928,281.0915222167969
1782543886.9753118,676976,274.4326171875
1782543889.708784,678512,272.7844543457031
1782543890.6196039,679024,272.3428955078125
1782543892.439672,680048,268.6253356933594
1782543893.35392,680560,266.8379211425781
1782543894.263105,681072,263.4354248046875
1782543895.172286,681584,266.1676940917969
1782543896.9991639,682608,259.6312255859375
1782543898.827693,683632,262.32476806640625
1782543899.735142,684144,264.5437927246094
1782543900.649811,684656,270.595947265625
1782543902.511828,685680,279.7914733886719
1782543903.425478,686192,280.5743408203125
1782543904.3313222,686704,278.4327392578125
1782543906.154192,687728,276.41375732421875
1782543907.986774,688752,265.8182067871094
1782543913.440724,691824,263.1176452636719
1782543915.252359,692848,269.0794372558594
1782543918.896951,694896,267.3148193359375
1782543919.83113,695408,266.6042785644531
1782543920.743474,695920,268.33001708984375
1782543924.394086,697968,267.70654296875
1782543931.854456,700528,263.0516357421875
1782543932.764097,701040,263.5204772949219
1782543936.405385,703088,274.1270446777344
1782543940.048358,705136,276.76226806640625
1782543942.778427,706672,270.0381164550781
1782543945.505025,708208,266.47650146484375
1782543946.4121978,708720,266.5111999511719
1782543947.3251572,709232,270.8792419433594
1782543950.051892,710768,275.9604187011719
1782543950.9604008,711280,271.3663635253906
1782543953.709971,712816,276.0298156738281
1782543954.6234381,713328,277.3297119140625
1782543955.535778,713840,281.3752136230469
1782543956.442869,714352,284.3499755859375
1782543957.354837,714864,283.8721618652344
1782543963.744398,718448,261.732421875
1782543964.660686,718960,266.1625671386719
1782543965.573581,719472,267.4409484863281
1782543966.485558,719984,270.3436279296875
1782543968.317229,721008,272.4459228515625
1782543969.2317498,721520,278.83624267578125
1782543970.141023,722032,276.12945556640625
1782543971.076737,722544,277.9376220703125
1782543971.984268,723056,274.5653381347656
1782543972.897111,723568,279.5040588378906
1782543973.806754,724080,283.6278991699219
1782543974.720248,724592,277.6311950683594
1782543978.530577,725104,276.2506408691406
1782543981.33468,726640,271.7078552246094
1782543983.174117,727664,275.675537109375
1782543987.7556438,730224,271.3558654785156
1782543988.672223,730736,267.5267639160156
1782543989.6261601,731248,268.1217956542969
1782543991.537641,732272,270.64837646484375
1782543998.283247,735856,277.17730712890625
1782544000.098711,736880,273.4683837890625
1782544004.6355999,739440,269.3546142578125
1782544005.548459,739952,271.1940002441406
1782544009.175894,742000,278.7310485839844
1782544010.991495,743024,285.0586242675781
1782544011.903991,743536,285.8557434082031
1782544013.722024,744560,287.4881591796875
1782544014.6296058,745072,285.1939392089844
1782544016.462512,746096,279.0534973144531
1782544017.390372,746608,282.5965270996094
1782544023.2590258,749680,271.67181396484375
1782544027.126457,750192,267.8189697265625
1782544028.0531101,750704,263.6272277832031
1782544032.705549,753264,269.13720703125
1782544033.634466,753776,268.5809020996094
1782544042.390323,758384,269.6475830078125
1782544043.346596,758896,268.0399475097656
1782544046.0882728,760432,267.25836181640625
1782544046.9995542,760944,270.358642578125
1782544047.9184918,761456,272.1785583496094
1782544049.733526,762480,276.343505859375
1782544051.572201,763504,273.1612243652344
1782544053.395989,764528,269.1196594238281
1782544055.224378,765552,269.1893005371094
1782544056.137982,766064,273.24029541015625
1782544057.050922,766576,271.022705078125
1782544058.8719869,767600,270.4769592285156
1782544059.785563,768112,266.2222900390625
1782544061.6085289,769136,266.84918212890625
1782544063.436162,770160,268.5284729003906
1782544064.3515341,770672,270.5325927734375
1782544066.1754282,771696,273.20965576171875
1782544067.09729,772208,268.9737548828125
1782544070.801975,774256,273.38037109375
1782544071.713572,774768,272.58880615234375
1782544076.4328141,775792,273.4654235839844
1782544077.347286,776304,271.09942626953125
1782544078.268472,776816,270.6297607421875
1782544079.178754,777328,269.93927001953125
1782544081.030993,778352,275.2133483886719
1782544081.9413161,778864,271.8820495605469
1782544082.85684,779376,270.5662841796875
1782544083.771133,779888,275.41009521484375
1782544087.417888,781936,279.2990417480469
1782544089.241651,782960,274.5830078125
1782544090.149902,783472,273.55731201171875
1782544091.057507,783984,272.6116943359375
1782544092.957152,785008,272.46099853515625
1782544094.795552,786032,272.4872131347656
1782544096.613127,787056,276.9842529296875
1782544098.445718,788080,274.32537841796875
1782544099.3770082,788592,271.74493408203125
1782544100.2910762,789104,278.62127685546875
1782544102.184963,790128,271.5160217285156
1782544103.110601,790640,270.3633117675781
1782544104.0334039,791152,276.9977111816406
1782544104.945548,791664,279.57012939453125
1782544105.870691,792176,280.6697998046875
1782544106.8779871,792688,284.4248962402344
1782544108.743853,793712,278.63726806640625
1782544109.6679628,794224,275.581298828125
1782544112.488805,795760,276.9624328613281
1782544113.465861,796272,281.1854553222656
1782544115.4487932,797296,277.4739074707031
1782544116.434585,797808,278.4662780761719
1782544119.3738391,799344,271.5856018066406
1782544120.407787,799856,270.0571594238281
1782544124.4020312,800368,269.69830322265625
1782544125.325645,800880,270.15869140625
1782544126.3694122,801392,270.1363220214844
1782544128.453583,802416,270.0479431152344
1782544132.82211,804464,279.0989685058594
1782544134.904159,805488,283.54876708984375
1782544135.899494,806000,288.0244445800781
1782544136.8185742,806512,287.62774658203125
1782544139.574634,808048,273.74176025390625
1782544140.503375,808560,275.8182067871094
1782544142.403418,809584,277.75946044921875
1782544146.081504,811632,269.759033203125
1782544146.9931571,812144,269.2545471191406
1782544147.905111,812656,265.7942199707031
1782544148.814133,813168,265.74462890625
1782544150.63852,814192,272.7895202636719
1782544152.4700868,815216,273.2499694824219
1782544154.294623,816240,277.4992980957031
1782544155.202206,816752,276.449462890625
1782544157.041439,817776,268.9102478027344
1782544157.950639,818288,269.8331298828125
1782544158.8649228,818800,268.2708435058594
1782544159.80004,819312,262.13214111328125
1782544161.6228201,820336,262.42706298828125
1782544164.362724,821872,267.96856689453125
1782544165.274128,822384,271.3175048828125
1782544166.184554,822896,272.87774658203125
1782544167.119755,823408,268.2794494628906
1782544168.0520692,823920,269.02032470703125
1782544173.69095,825456,269.49273681640625
1782544174.621247,825968,270.04931640625
1782544178.2884119,828016,275.3743591308594
1782544179.199052,828528,274.0809326171875
1782544181.030613,829552,282.1817321777344
1782544181.9623868,830064,279.1793518066406
1782544182.874706,830576,271.8091125488281
1782544186.5235431,832624,267.19696044921875
1782544189.2536619,834160,270.1700744628906
1782544191.076882,835184,274.98822021484375
1782544193.8154838,836720,283.6181335449219
1782544194.727602,837232,285.5940246582031
1782544195.63616,837744,285.8035583496094
1782544196.5754979,838256,280.6623840332031
1782544197.489184,838768,276.7191467285156
1782544199.315926,839792,277.0411071777344
1782544200.2428532,840304,278.6414794921875
1782544201.155354,840816,281.6478576660156
1782544203.891813,842352,274.86016845703125
1782544204.801665,842864,276.0723876953125
1782544206.628143,843888,276.3836669921875
1782544207.545742,844400,279.85626220703125
1782544208.493449,844912,282.2651672363281
1782544211.22722,846448,280.97113037109375
1782544213.050876,847472,280.2208251953125
1782544213.9977732,847984,279.93035888671875
1782544214.92484,848496,281.8209228515625
1782544215.836169,849008,276.52545166015625
